name,pokedex_num,clear_path,blacked_path,description,tier,generation
gurdurr,533.0,./gifs/clear/gurdurr.gif,./gifs/blacked/gurdurr.gif,"Gurdurr is the 39th Pokémon in the Unova Pokédex. It is a Fighting-Type, and it is known as the Muscular Pokémon.",0.0,unova
guzzlord,799.0,./gifs/clear/guzzlord.gif,./gifs/blacked/guzzlord.gif,"Guzzlord , code named UB-05 Glutton, is the 299th Pokémon in the Alola Pokédex. It is a Dark/Dragon type, and is known as the Junkivore Pokémon. It is classified as an Ultra Beast.",0.0,alola
gyarados-mega,,./gifs/clear/gyarados-mega.gif,./gifs/blacked/gyarados-mega.gif,Mega Gyarados is the Mega Evolution of Gyarados which is activated via the use of a Mega Stone.,0.0,mega
gyarados,130.0,./gifs/clear/gyarados.gif,./gifs/blacked/gyarados.gif,"Gyarados is the 130th Pokémon in the Pokédex. It is a Water/Flying-Type, and is known as the Atrocious Pokémon.",0.0,kanto
hakamo-o,783.0,./gifs/clear/hakamo-o.gif,./gifs/blacked/hakamo-o.gif,"Hakamo-o is the 272nd Pokémon in the Alola Pokédex. It is a Dragon/Fighting type, and is known as the Scaly Pokémon.",0.0,alola
happiny,440.0,./gifs/clear/happiny.gif,./gifs/blacked/happiny.gif,"Happiny is the 96th Pokémon in the Sinnoh Pokédex. It is a Normal-Type, and is known as the Playhouse Pokémon.",0.0,
hariyama,297.0,./gifs/clear/hariyama.gif,./gifs/blacked/hariyama.gif,"Hariyama is the 49th Pokémon in the Hoenn Pokédex. It is a Fighting type, and is known as the Arm Thrust Pokémon.",0.0,hoenn
hatenna,856.0,./gifs/clear/hatenna.gif,./gifs/blacked/hatenna.gif,"Hatenna is the 241st Pokémon in the Galar Pokédex. It is a Psychic-type, and is known as the Calm Pokémon.",0.0,
hatterene-gigantamax,,./gifs/clear/hatterene-gigantamax.gif,./gifs/blacked/hatterene-gigantamax.gif,"This Pokémon can read the emotions of creatures over 30 miles away. The minute it senses hostility, it goes on the attack.",0.0,gmax
hatterene,858.0,./gifs/clear/hatterene.gif,./gifs/blacked/hatterene.gif,"Hatterene is the 243rd Pokémon in the Galar Pokédex. It is a Psychic/Fairy-type, and is known as the Silent Pokémon.",0.0,
hattrem,857.0,./gifs/clear/hattrem.gif,./gifs/blacked/hattrem.gif,"Hattrem is the 242nd Pokémon in the Galar Pokédex. It is a Psychic-type, and is known as the Serene Pokémon.",0.0,
haunter,93.0,./gifs/clear/haunter.gif,./gifs/blacked/haunter.gif,"Haunter is the 93rd Pokémon in the Pokédex. It is a Ghost/Poison-Type, and is known as the Gas Pokémon.",0.0,kanto
hawlucha,701.0,./gifs/clear/hawlucha.gif,./gifs/blacked/hawlucha.gif,"Hawlucha is the 89th Pokémon in the Kalos Coastal Pokédex. It is a Fighting/Flying-Type, and is known as the Wrestling Pokémon.",0.0,kalos
haxorus,612.0,./gifs/clear/haxorus.gif,./gifs/blacked/haxorus.gif,"Haxorus is the 118th Pokémon in the Unova Pokédex. It is a Dragon Type, and it is known as the Axe Jaw Pokémon.",0.0,unova
heatmor,631.0,./gifs/clear/heatmor.gif,./gifs/blacked/heatmor.gif,"Heatmor is the 137th Pokémon in the Unova Pokédex. It is a Fire Type, and it is known as the Anteater Pokémon.",0.0,unova
heatran,485.0,./gifs/clear/heatran.gif,./gifs/blacked/heatran.gif,"Heatran is the 485th Pokémon in the Pokédex. It is a Fire/Steel-Type, and is known as the Lava Dome Pokémon.",0.0,
heliolisk,695.0,./gifs/clear/heliolisk.gif,./gifs/blacked/heliolisk.gif,"Heliolisk is the 47th Pokémon in the Kalos Coastal Pokédex. It is an Electric/Normal-Type, and is known as the Generator Pokémon.",0.0,kalos
helioptile,694.0,./gifs/clear/helioptile.gif,./gifs/blacked/helioptile.gif,"Helioptile is the 46th Pokémon in the Kalos Coastal Pokédex. It is an Electric/Normal-Type, and is known as the Generator Pokémon.",0.0,kalos
heracross-mega,,./gifs/clear/heracross-mega.gif,./gifs/blacked/heracross-mega.gif,Mega Heracross is the Mega Evolution of Heracross which is activated via the use of a Mega Stone.,0.0,mega
heracross,214.0,./gifs/clear/heracross.gif,./gifs/blacked/heracross.gif,"Heracross is a Pokémon introduced to the series in the Gold and Silver editions of the game. Generally a rare find, it is valued for its great offensive power among many.",0.0,johto
herdier,507.0,./gifs/clear/herdier.gif,./gifs/blacked/herdier.gif,"Herdier is the 13th Pokémon in the Unova Pokédex. It is a Normal Type, and it is known as the Loyal Dog Pokémon.",0.0,unova
hippopotas,449.0,./gifs/clear/hippopotas.gif,./gifs/blacked/hippopotas.gif,"Hippopotas is the 122nd Pokémon in the Sinnoh Pokédex. It is a Ground Type, and it is known as the Hippo Pokémon.",0.0,
hippowdon,450.0,./gifs/clear/hippowdon.gif,./gifs/blacked/hippowdon.gif,"Hippowdon is the 123rd Pokémon in the Sinnoh Pokédex. It is a Ground-Type, and is known as the Heavyweight Pokémon.",0.0,
hitmonchan,107.0,./gifs/clear/hitmonchan.gif,./gifs/blacked/hitmonchan.gif,"Hitmonchan is a fighting type Pokemon who was introduced during Generation I. His previous form was Tyrogue, who can evolve into Hitmonchan if his Defense is higher than his Attack, starting at level 20",0.0,kanto
hitmonlee,106.0,./gifs/clear/hitmonlee.gif,./gifs/blacked/hitmonlee.gif,"Hitmonlee is a Fighting type pokemon that was introduced during Generation I. It evolves from Tyrogue at level 20, when its Attack is higher than its Defense.",0.0,kanto
hitmontop,237.0,./gifs/clear/hitmontop.gif,./gifs/blacked/hitmontop.gif,Hitmontop is a fighting-type Pokémon introduced in Generation II. It evolves from Tyrogue at level 20 when its attack and defense stats are equal.,0.0,johto
ho-oh,250.0,./gifs/clear/ho-oh.gif,./gifs/blacked/ho-oh.gif,"Ho-Oh is the 250th Pokémon in the Pokédex. It is a Fire/Flying type, and is known as the Rainbow Pokémon",0.0,johto
honchkrow,430.0,./gifs/clear/honchkrow.gif,./gifs/blacked/honchkrow.gif,"Honchkrow is the 75th Pokémon in the Sinnoh Pokédex. It is a Dark/Flying Type, and is known as the Big Boss Pokémon.",0.0,
honedge,679.0,./gifs/clear/honedge.gif,./gifs/blacked/honedge.gif,"Honedge is the 117th Pokémon in the Kalos Central Pokédex. It is a Steel/Ghost-Type, and is known as the Sword Pokémon",0.0,kalos
hoopa,720.0,./gifs/clear/hoopa.gif,./gifs/blacked/hoopa.gif,Hoopa is an Event-Only Pokémon for the Generation VI games Pokémon Omega Ruby and Pokémon Alpha Sapphire. Its typing depends on its forme; Hoopa Confined is a Psychic/Ghost-Type while Hoopa Unbound is a Psychic/Dark-Type; regardless it is known as the Mischief Pokémon.,0.0,kalos
hoothoot,163.0,./gifs/clear/hoothoot.gif,./gifs/blacked/hoothoot.gif,"Hoothoot, the Owl Pokémon, is the first stage in the evolutionary chain of the Generation II Normal/Flying type, Noctowl. It is the twelfth Pokémon in the Johto Pokédex.",0.0,johto
hoppip,187.0,./gifs/clear/hoppip.gif,./gifs/blacked/hoppip.gif,Hoppip is a Grass/Flying type Pokémon introduced in Generation 2. This Pokémon drifts and floats with the wind.,0.0,johto
horsea,116.0,./gifs/clear/horsea.gif,./gifs/blacked/horsea.gif,"It makes its nest in the shade of corals.If it senses danger,it spits murky ink and flees.",0.0,kanto
houndoom-mega,,./gifs/clear/houndoom-mega.gif,./gifs/blacked/houndoom-mega.gif,Mega Houndoom is the Mega Evolution of Houndoom which is activated via the use of a Mega Stone.,0.0,mega
houndoom,229.0,./gifs/clear/houndoom.gif,./gifs/blacked/houndoom.gif,Houndoom is a Dark/Fire type Pokémon. It evolves starting at level 24 from Houndour. It is the only Pokémon with the dual Fire/Dark typing .,0.0,johto
houndour,228.0,./gifs/clear/houndour.gif,./gifs/blacked/houndour.gif,"Houndour is a Dark/Fire type Pokemon who evolves into Houndoom at level 24. It has been introduced in Generation II, it sits at the number 228 in the National Pokedex. Houndours are typically seen in packs with other Houndour and Houndooms.",0.0,johto
huntail,367.0,./gifs/clear/huntail.gif,./gifs/blacked/huntail.gif,"Huntail is the 177th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Deep Sea Pokémon.",0.0,hoenn
hydreigon,635.0,./gifs/clear/hydreigon.gif,./gifs/blacked/hydreigon.gif,"Hydreigon is the 141st Pokémon in the Unova Pokédex. It is a Dark/Dragon type, and it is known as the Brutal Pokémon.",0.0,unova
hypno,97.0,./gifs/clear/hypno.gif,./gifs/blacked/hypno.gif,"Hypno is the 97th Pokémon in the Pokédex. It is a Psychic-Type, and is known as the Hypnosis Pokémon.",0.0,kanto
igglybuff,174.0,./gifs/clear/igglybuff.gif,./gifs/blacked/igglybuff.gif,"Igglybuff is the 43rd Pokémon in the Johto Pokédex. It is a Normal/Fairy-Type, and is known as the Balloon Pokémon.",0.0,johto
illumise,314.0,./gifs/clear/illumise.gif,./gifs/blacked/illumise.gif,"Illumise is the 87th Pokémon in the Hoenn Pokédex. She is a Bug Type, and is known as the Firefly Pokémon.",0.0,hoenn
impidimp,859.0,./gifs/clear/impidimp.gif,./gifs/blacked/impidimp.gif,"Impidimp is the 238th Pokémon in the Galar Pokédex. It is a Dark/Fairy-type, and is known as the Wily Pokémon.",0.0,
incineroar,727.0,./gifs/clear/incineroar.gif,./gifs/blacked/incineroar.gif,"Incineroar is a Pokémon is the 6th Pokémon in the Alola Pokédex. It is a Fire/Dark type, and is known as the Heel Pokémon.",0.0,alola
indeedee,876.0,./gifs/clear/indeedee.gif,./gifs/blacked/indeedee.gif,Indeedee is a Psychic/Normal type Pokémon introduced in Generation 8. It is known as the Emotion Pokémon.,0.0,
infernape,392.0,./gifs/clear/infernape.gif,./gifs/blacked/infernape.gif,"Infernape is the sixth Pokémon in the Sinnoh Pokédex. It is a Fire/Fighting Type, and it is known as the Flame Pokémon.",0.0,
inkay,686.0,./gifs/clear/inkay.gif,./gifs/blacked/inkay.gif,"Inkay is the 10th Pokémon in the Kalos Coastal Pokédex. It is a Dark/Psychic-Type, and is known as the Revolving Pokémon.",0.0,kalos
inteleon,818.0,./gifs/clear/inteleon.gif,./gifs/blacked/inteleon.gif,"Inteleon is the 9th Pokémon in the Galar Pokédex. It is a Water-type, and is known as the Secret Agent Pokémon.",0.0,
ivysaur,2.0,./gifs/clear/ivysaur.gif,./gifs/blacked/ivysaur.gif,"Ivysaur is the second Pokémon in the Pokédex. It is a Grass/Poison type, and it is known as the Seed Pokémon.",0.0,kanto
jangmo-o,782.0,./gifs/clear/jangmo-o.gif,./gifs/blacked/jangmo-o.gif,"Jangmo-o is the 271st Pokémon in the Alola Pokédex. It is a Dragon type, and is known as the Scaly Pokémon.",0.0,alola
jellicent,593.0,./gifs/clear/jellicent.gif,./gifs/blacked/jellicent.gif,"Jellicent is the 99th Pokémon in the Unova Pokédex. It is a Water/Ghost Type, and it is known as the Floating Pokémon.",0.0,unova
jigglypuff,39.0,./gifs/clear/jigglypuff.gif,./gifs/blacked/jigglypuff.gif,"Jigglypuff is the 39th Pokémon in the Pokédex. It was a Normal-Type Pokémon before Generation VI when it then became a Dual Normal/Fairy type, and is known as the Balloon Pokémon.",0.0,kanto
jirachi,385.0,./gifs/clear/jirachi.gif,./gifs/blacked/jirachi.gif,"Jirachi is the 201st Pokémon in the Hoenn Pokédex. It is a Steel/Psychic Type, and it is known as the Wish Pokémon.",0.0,hoenn
jolteon,135.0,./gifs/clear/jolteon.gif,./gifs/blacked/jolteon.gif,"Jolteon is the 135th Pokémon in the Pokédex. It is an Electric-Type, and is known as the Lightning Pokémon.",0.0,kanto
joltik,595.0,./gifs/clear/joltik.gif,./gifs/blacked/joltik.gif,"Joltik is the 101st Pokémon in the Unova Pokédex. It is a Bug/Electric Type, and is classified as the Attaching Pokémon.",0.0,unova
jumpluff,189.0,./gifs/clear/jumpluff.gif,./gifs/blacked/jumpluff.gif,Jumpluff is a Grass/Flying type Pokémon that was introduced in Generation II.,0.0,johto
jynx,124.0,./gifs/clear/jynx.gif,./gifs/blacked/jynx.gif,Jynx is an Ice/Psychic type Pokémon introduced in Generation 1. It seductively wiggles its hips as it walks.,0.0,kanto
kabuto,140.0,./gifs/clear/kabuto.gif,./gifs/blacked/kabuto.gif,"Kabuto is the 140th Pokémon in the Pokédex. It is a Rock/Water Type, and it is known as the Shellfish Pokémon.",0.0,kanto
kabutops,141.0,./gifs/clear/kabutops.gif,./gifs/blacked/kabutops.gif,"Kabutops is a Pokémon that once dwelled on the ancient seafloor. It went extinct millions of years ago, but has now been reintroduced by using recent technology to ressurect it from a fossil",0.0,kanto
kadabra,64.0,./gifs/clear/kadabra.gif,./gifs/blacked/kadabra.gif,"Kadabra is the 64th Pokémon in the Pokédex. It is a Psychic-Type, and is known as the Psi Pokémon.",0.0,kanto
kakuna,14.0,./gifs/clear/kakuna.gif,./gifs/blacked/kakuna.gif,"Kakuna is the 14th Pokémon in the Pokédex. It is a Bug/Poison type, and is known as the Cocoon Pokémon.",0.0,kanto
kangaskhan-mega,,./gifs/clear/kangaskhan-mega.gif,./gifs/blacked/kangaskhan-mega.gif,"Mega Kangaskhan is the Mega Evolution of Kangaskhan, activated by using the Mega Stone.",0.0,mega
kangaskhan,115.0,./gifs/clear/kangaskhan.gif,./gifs/blacked/kangaskhan.gif,"Kangaskhan is the 115th Pokémon in the Pokédex. It is a Normal Type, and is known as the Parent Pokémon.",0.0,kanto
karrablast,588.0,./gifs/clear/karrablast.gif,./gifs/blacked/karrablast.gif,"Karrablast is the 94th Pokémon in the Unova Pokédex. It is a Bug Type, and it is known as the Clamping Pokémon.",0.0,unova
kartana,798.0,./gifs/clear/kartana.gif,./gifs/blacked/kartana.gif,"Kartana , code named UB-04 Blade, is the 298th Pokémon in the Alola Pokédex. It is a Grass/Steel type, and is known as the Drawn Sword Pokémon. It is classified as an Ultra Beast.",0.0,alola
kecleon,352.0,./gifs/clear/kecleon.gif,./gifs/blacked/kecleon.gif,"Kecleon is the 145th Pokémon in the Hoenn Pokédex. It is a Normal type, and is known as the Color Swap Pokémon.",0.0,hoenn
keldeo,647.0,./gifs/clear/keldeo.gif,./gifs/blacked/keldeo.gif,"Keldeo is the 153th Pokémon in the Unova Pokédex. It is a Water/Fighting type, and is known as the Colt Pokémon. It is also one of the Generation V Event Pokémon.",0.0,unova
kingdra,230.0,./gifs/clear/kingdra.gif,./gifs/blacked/kingdra.gif,Kingdra is a water dragon Pokemon which was introduced in the pokemon games in Generation II. Its NationalDex number is #230.It evolved from Seadra while holding a Dragon Scale then traded.,0.0,johto
kingler-gigantamax,,./gifs/clear/kingler-gigantamax.gif,./gifs/blacked/kingler-gigantamax.gif,The flow of Gigantamax energy has spurred this Pokémon’s left pincer to grow to an enormous size. That claw can pulverize anything.,0.0,gmax
kingler,99.0,./gifs/clear/kingler.gif,./gifs/blacked/kingler.gif,"Kingler is a Water-type Pokémon introduced in generation I. It is known as the River Crab Pokémon, which it evolved from Krabby at level 28.",0.0,kanto
kirlia,281.0,./gifs/clear/kirlia.gif,./gifs/blacked/kirlia.gif,"Kirlia is the 30th Pokémon in the Hoenn Pokédex. It is a Psychic Type, and it is known as the Emotion Pokémon.",0.0,hoenn
klang,600.0,./gifs/clear/klang.gif,./gifs/blacked/klang.gif,"Klang is the 106th Pokémon in the Unova Pokédex. It is a Steel Type, and it is known as the Gear Pokémon.",0.0,unova
klefki,707.0,./gifs/clear/klefki.gif,./gifs/blacked/klefki.gif,"Klefki is the 50th Pokémon in the Kalos Mountain Pokédex. It is a Steel/Fairy-Type, and is known as the Key Ring Pokémon.",0.0,kalos
klink,599.0,./gifs/clear/klink.gif,./gifs/blacked/klink.gif,"Klink is the 105th Pokémon in the Unova Pokédex. It is a Steel type, and is known as the Gear Pokémon.",0.0,unova
klinklang,601.0,./gifs/clear/klinklang.gif,./gifs/blacked/klinklang.gif,"Klinklang is the 107th Pokémon in the Unova Pokédex. It is a Steel Type, and it is known as the Gear Pokémon.",0.0,unova
koffing,109.0,./gifs/clear/koffing.gif,./gifs/blacked/koffing.gif,"Koffing is the 109th Pokémon in the Pokédex. It is a Poison-Type, and is known as the Poison Gas Pokémon.",0.0,kanto
kommo-o,784.0,./gifs/clear/kommo-o.gif,./gifs/blacked/kommo-o.gif,"Kommo-o is the 273rd Pokémon in the Alola Pokédex. It is a Dragon/Fighting type, and is known as the Scaly Pokémon.",0.0,alola
krabby,98.0,./gifs/clear/krabby.gif,./gifs/blacked/krabby.gif,"Krabby is a Water-type Pokémon introduced in generation I. It is known as the River Crab Pokémon, and it evolves into Kingler at level 28.",0.0,kanto
kricketot,401.0,./gifs/clear/kricketot.gif,./gifs/blacked/kricketot.gif,"Kricketot is the 15th Pokémon in the Sinnoh Pokédex. It is a Bug-Type, and it is known as the Cricket Pokémon.",0.0,
kricketune,402.0,./gifs/clear/kricketune.gif,./gifs/blacked/kricketune.gif,"Kricketune is the 16th Pokémon in the Sinnoh Pokédex. It is a Bug-Type, and it is known as the Cricket Pokémon.",0.0,
krokorok,552.0,./gifs/clear/krokorok.gif,./gifs/blacked/krokorok.gif,"Krokorok is the 58th Pokémon in the Unova Pokédex. It is a Ground/Dark Type, and it is known as the Desert Croc Pokémon.",0.0,unova
krookodile,553.0,./gifs/clear/krookodile.gif,./gifs/blacked/krookodile.gif,"Krookodile is the 59th Pokémon in the Unova Pokédex. It is a Ground/Dark Type, and it is known as the Intimidation Pokémon.",0.0,unova
kubfu,891.0,./gifs/clear/kubfu.gif,./gifs/blacked/kubfu.gif,Kubfu is a Fighting type Pokémon introduced in Generation 8. The moves it masters will determine which form it takes when it evolves.,0.0,
kyogre,382.0,./gifs/clear/kyogre.gif,./gifs/blacked/kyogre.gif,"Kyogre is the 198th Pokémon in the Hoenn Pokédex. It is a Water Type, and it is known as the Sea Basin Pokémon.",0.0,hoenn
kyurem,646.0,./gifs/clear/kyurem.gif,./gifs/blacked/kyurem.gif,"Kyurem is the 152nd Pokémon in the Unova Pokédex. It is a Dragon/Ice Type, and it is known as the Boundary Pokémon.",0.0,unova
lairon,305.0,./gifs/clear/lairon.gif,./gifs/blacked/lairon.gif,"Lairon is the 71st Pokémon in the Hoenn Pokédex. It is a Steel/Rock Type, and it is known as the Iron Armor Pokémon.",0.0,hoenn
lampent,608.0,./gifs/clear/lampent.gif,./gifs/blacked/lampent.gif,"Lampent is the 114th Pokémon in the Unova Pokédex. It is a Ghost/Fire Type, and it is known as the Lamp Pokémon.",0.0,unova
landorus-therian,,./gifs/clear/landorus-therian.gif,./gifs/blacked/landorus-therian.gif,Landorus is a Ground/Flying type Pokémon introduced in Generation 5. It is known as the Abundance Pokémon.,0.0,
