name,pokedex_num,clear_path,blacked_path,tier,generation,de,fr,jp,ko,zh,en,es,it,hi,shiny_path
golem-alola,,./gifs/clear/golem-alola.gif,./gifs/blacked/golem-alola.gif,0.0,alola,golem alola,golem alola,golem alola,golem alola,golem alola,golem alola,golem alola,golem alola,golem alola,./gifs/shiny/golem-alola.gif
golem,76.0,./gifs/clear/golem.gif,./gifs/blacked/golem.gif,0.0,kanto,geowaz,grolem,ゴローニャ,딱구리,隆隆岩,golem,golem,golem,golem,./gifs/shiny/golem.gif
golett,622.0,./gifs/clear/golett.gif,./gifs/blacked/golett.gif,0.0,unova,golbit,gringolem,ゴビット,골비람,泥偶小人,golett,golett,golett,golett,./gifs/shiny/golett.gif
golisopod,768.0,./gifs/clear/golisopod.gif,./gifs/blacked/golisopod.gif,0.0,alola,tectass,sarmuraï,グソクムシャ,갑주무사,具甲武者,golisopod,golisopod,golisopod,golisopod,./gifs/shiny/golisopod.gif
golurk,623.0,./gifs/clear/golurk.gif,./gifs/blacked/golurk.gif,0.0,unova,golgantes,golemastoc,ゴルーグ,골루그,泥偶巨人,golurk,golurk,golurk,golurk,./gifs/shiny/golurk.gif
goodra,706.0,./gifs/clear/goodra.gif,./gifs/blacked/goodra.gif,0.0,kalos,viscogon,muplodocus,ヌメルゴン,미끄래곤,黏美龍,goodra,goodra,goodra,goodra,./gifs/shiny/goodra.gif
goomy,704.0,./gifs/clear/goomy.gif,./gifs/blacked/goomy.gif,0.0,kalos,viscora,mucuscule,ヌメラ,미끄메라,黏黏寶,goomy,goomy,goomy,goomy,./gifs/shiny/goomy.gif
gorebyss,368.0,./gifs/clear/gorebyss.gif,./gifs/blacked/gorebyss.gif,0.0,hoenn,saganabyss,rosabyss,サクラビス,분홍장이,櫻花魚,gorebyss,gorebyss,gorebyss,gorebyss,./gifs/shiny/gorebyss.gif
gossifleur,829.0,./gifs/clear/gossifleur.gif,./gifs/blacked/gossifleur.gif,0.0,other,cottini,tournicoton,ヒメンカ,꼬모카,幼棉棉,gossifleur,gossifleur,gossifleur,gossifleur,./gifs/shiny/gossifleur.gif
gothita,574.0,./gifs/clear/gothita.gif,./gifs/blacked/gothita.gif,0.0,unova,mollimorba,scrutella,ゴチム,고디탱,哥德寶寶,gothita,gothita,gothita,gothita,./gifs/shiny/gothita.gif
gothitelle,576.0,./gifs/clear/gothitelle.gif,./gifs/blacked/gothitelle.gif,0.0,unova,morbitesse,sidérella,ゴチルゼル,고디모아젤,哥德小姐,gothitelle,gothitelle,gothitelle,gothitelle,./gifs/shiny/gothitelle.gif
gothorita,575.0,./gifs/clear/gothorita.gif,./gifs/blacked/gothorita.gif,0.0,unova,hypnomorba,mesmérella,ゴチミル,고디보미,哥德小童,gothorita,gothorita,gothorita,gothorita,./gifs/shiny/gothorita.gif
gourgeist,711.0,./gifs/clear/gourgeist.gif,./gifs/blacked/gourgeist.gif,0.0,kalos,pumpdjinn,banshitrouye,パンプジン,펌킨인,南瓜怪人,gourgeist,gourgeist,gourgeist,gourgeist,./gifs/shiny/gourgeist.gif
granbull,210.0,./gifs/clear/granbull.gif,./gifs/blacked/granbull.gif,0.0,johto,granbull,granbull,グランブル,그랑블루,布魯皇,granbull,granbull,granbull,granbull,./gifs/shiny/granbull.gif
grapploct,853.0,./gifs/clear/grapploct.gif,./gifs/blacked/grapploct.gif,0.0,other,kaocto,krakos,オトスパス,케오퍼스,八爪武師,grapploct,grapploct,grapploct,grapploct,./gifs/shiny/grapploct.gif
graveler-alola,,./gifs/clear/graveler-alola.gif,./gifs/blacked/graveler-alola.gif,0.0,alola,graveler alola,graveler alola,graveler alola,graveler alola,graveler alola,graveler alola,graveler alola,graveler alola,graveler alola,./gifs/shiny/graveler-alola.gif
graveler,75.0,./gifs/clear/graveler.gif,./gifs/blacked/graveler.gif,0.0,kanto,georok,gravalanch,ゴローン,데구리,隆隆石,graveler,graveler,graveler,graveler,./gifs/shiny/graveler.gif
greedent,820.0,./gifs/clear/greedent.gif,./gifs/blacked/greedent.gif,0.0,other,schlaraffel,rongrigou,ヨクバリス,요씽리스,藏飽栗鼠,greedent,greedent,greedent,greedent,./gifs/shiny/greedent.gif
greninja,658.0,./gifs/clear/greninja.gif,./gifs/blacked/greninja.gif,0.0,kalos,quajutsu,amphinobi,ゲッコウガ,개굴닌자,甲賀忍蛙,greninja,greninja,greninja,greninja,./gifs/shiny/greninja.gif
grimer-alola,,./gifs/clear/grimer-alola.gif,./gifs/blacked/grimer-alola.gif,0.0,alola,grimer alola,grimer alola,grimer alola,grimer alola,grimer alola,grimer alola,grimer alola,grimer alola,grimer alola,./gifs/shiny/grimer-alola.gif
grimer,88.0,./gifs/clear/grimer.gif,./gifs/blacked/grimer.gif,0.0,kanto,sleima,tadmorv,ベトベター,질퍽이,臭泥,grimer,grimer,grimer,grimer,./gifs/shiny/grimer.gif
grimmsnarl-gigantamax,,./gifs/clear/grimmsnarl-gigantamax.gif,./gifs/blacked/grimmsnarl-gigantamax.gif,0.0,gmax,grimmsnarl gigantamax,grimmsnarl gigantamax,grimmsnarl gigantamax,grimmsnarl gigantamax,grimmsnarl gigantamax,grimmsnarl gigantamax,grimmsnarl gigantamax,grimmsnarl gigantamax,grimmsnarl gigantamax,./gifs/shiny/grimmsnarl-gigantamax.gif
grimmsnarl,861.0,./gifs/clear/grimmsnarl.gif,./gifs/blacked/grimmsnarl.gif,0.0,other,olangaar,angoliath,オーロンゲ,오롱털,長毛巨魔,grimmsnarl,grimmsnarl,grimmsnarl,grimmsnarl,./gifs/shiny/grimmsnarl.gif
grookey,810.0,./gifs/clear/grookey.gif,./gifs/blacked/grookey.gif,0.0,other,chimpep,ouistempo,サルノリ,흥나숭,敲音猴,grookey,grookey,grookey,grookey,./gifs/shiny/grookey.gif
grotle,388.0,./gifs/clear/grotle.gif,./gifs/blacked/grotle.gif,0.0,other,chelcarain,boskara,ハヤシガメ,수풀부기,樹林龜,grotle,grotle,grotle,grotle,./gifs/shiny/grotle.gif
groudon,383.0,./gifs/clear/groudon.gif,./gifs/blacked/groudon.gif,0.0,hoenn,groudon,groudon,グラードン,그란돈,固拉多,groudon,groudon,groudon,groudon,./gifs/shiny/groudon.gif
grovyle,253.0,./gifs/clear/grovyle.gif,./gifs/blacked/grovyle.gif,0.0,hoenn,reptain,massko,ジュプトル,나무돌이,森林蜥蜴,grovyle,grovyle,grovyle,grovyle,./gifs/shiny/grovyle.gif
growlithe,58.0,./gifs/clear/growlithe.gif,./gifs/blacked/growlithe.gif,0.0,kanto,fukano,caninos,ガーディ,가디,卡蒂狗,growlithe,growlithe,growlithe,growlithe,./gifs/shiny/growlithe.gif
grubbin,736.0,./gifs/clear/grubbin.gif,./gifs/blacked/grubbin.gif,0.0,alola,mabula,larvibule,アゴジムシ,턱지충이,強顎雞母蟲,grubbin,grubbin,grubbin,grubbin,./gifs/shiny/grubbin.gif
grumpig,326.0,./gifs/clear/grumpig.gif,./gifs/blacked/grumpig.gif,0.0,hoenn,groink,groret,ブーピッグ,피그킹,噗噗豬,grumpig,grumpig,grumpig,grumpig,./gifs/shiny/grumpig.gif
gulpin,316.0,./gifs/clear/gulpin.gif,./gifs/blacked/gulpin.gif,0.0,hoenn,schluppuck,gloupti,ゴクリン,꼴깍몬,溶食獸,gulpin,gulpin,gulpin,gulpin,./gifs/shiny/gulpin.gif
gumshoos,735.0,./gifs/clear/gumshoos.gif,./gifs/blacked/gumshoos.gif,0.0,alola,manguspektor,argouste,デカグース,형사구스,貓鼬探長,gumshoos,gumshoos,gumshoos,gumshoos,./gifs/shiny/gumshoos.gif
gurdurr,533.0,./gifs/clear/gurdurr.gif,./gifs/blacked/gurdurr.gif,0.0,unova,strepoli,ouvrifier,ドテッコツ,토쇠골,鐵骨土人,gurdurr,gurdurr,gurdurr,gurdurr,./gifs/shiny/gurdurr.gif
guzzlord,799.0,./gifs/clear/guzzlord.gif,./gifs/blacked/guzzlord.gif,0.0,alola,schlingking,engloutyran,アクジキング,악식킹,惡食大王,guzzlord,guzzlord,guzzlord,guzzlord,./gifs/shiny/guzzlord.gif
gyarados-mega,,./gifs/clear/gyarados-mega.gif,./gifs/blacked/gyarados-mega.gif,0.0,mega,gyarados mega,gyarados mega,gyarados mega,gyarados mega,gyarados mega,gyarados mega,gyarados mega,gyarados mega,gyarados mega,./gifs/shiny/gyarados-mega.gif
gyarados,130.0,./gifs/clear/gyarados.gif,./gifs/blacked/gyarados.gif,0.0,kanto,garados,léviator,ギャラドス,갸라도스,暴鯉龍,gyarados,gyarados,gyarados,gyarados,./gifs/shiny/gyarados.gif
hakamo-o,783.0,./gifs/clear/hakamo-o.gif,./gifs/blacked/hakamo-o.gif,0.0,alola,mediras,écaïd,ジャランゴ,짜랑고우,鱗甲龍,hakamo-o,hakamo-o,hakamo-o,hakamo-o,./gifs/shiny/hakamo-o.gif
happiny,440.0,./gifs/clear/happiny.gif,./gifs/blacked/happiny.gif,0.0,other,wonneira,ptiravi,ピンプク,핑복,小福蛋,happiny,happiny,happiny,happiny,./gifs/shiny/happiny.gif
hariyama,297.0,./gifs/clear/hariyama.gif,./gifs/blacked/hariyama.gif,0.0,hoenn,hariyama,hariyama,ハリテヤマ,하리뭉,鐵掌力士,hariyama,hariyama,hariyama,hariyama,./gifs/shiny/hariyama.gif
hatenna,856.0,./gifs/clear/hatenna.gif,./gifs/blacked/hatenna.gif,0.0,other,brimova,bibichut,ミブリム,몸지브림,迷布莉姆,hatenna,hatenna,hatenna,hatenna,./gifs/shiny/hatenna.gif
hatterene-gigantamax,,./gifs/clear/hatterene-gigantamax.gif,./gifs/blacked/hatterene-gigantamax.gif,0.0,gmax,hatterene gigantamax,hatterene gigantamax,hatterene gigantamax,hatterene gigantamax,hatterene gigantamax,hatterene gigantamax,hatterene gigantamax,hatterene gigantamax,hatterene gigantamax,./gifs/shiny/hatterene-gigantamax.gif
hatterene,858.0,./gifs/clear/hatterene.gif,./gifs/blacked/hatterene.gif,0.0,other,silembrim,sorcilence,ブリムオン,브리무음,布莉姆溫,hatterene,hatterene,hatterene,hatterene,./gifs/shiny/hatterene.gif
hattrem,857.0,./gifs/clear/hattrem.gif,./gifs/blacked/hattrem.gif,0.0,other,brimano,chapotus,テブリム,손지브림,提布莉姆,hattrem,hattrem,hattrem,hattrem,./gifs/shiny/hattrem.gif
haunter,93.0,./gifs/clear/haunter.gif,./gifs/blacked/haunter.gif,0.0,kanto,alpollo,spectrum,ゴースト,고우스트,鬼斯通,haunter,haunter,haunter,haunter,./gifs/shiny/haunter.gif
hawlucha,701.0,./gifs/clear/hawlucha.gif,./gifs/blacked/hawlucha.gif,0.0,kalos,resladero,brutalibré,ルチャブル,루차불,摔角鷹人,hawlucha,hawlucha,hawlucha,hawlucha,./gifs/shiny/hawlucha.gif
haxorus,612.0,./gifs/clear/haxorus.gif,./gifs/blacked/haxorus.gif,0.0,unova,maxax,tranchodon,オノノクス,액스라이즈,雙斧戰龍,haxorus,haxorus,haxorus,haxorus,./gifs/shiny/haxorus.gif
heatmor,631.0,./gifs/clear/heatmor.gif,./gifs/blacked/heatmor.gif,0.0,unova,furnifraß,aflamanoir,クイタラン,앤티골,熔蟻獸,heatmor,heatmor,heatmor,heatmor,./gifs/shiny/heatmor.gif
heatran,485.0,./gifs/clear/heatran.gif,./gifs/blacked/heatran.gif,0.0,other,heatran,heatran,ヒードラン,히드런,席多藍恩,heatran,heatran,heatran,heatran,./gifs/shiny/heatran.gif
heliolisk,695.0,./gifs/clear/heliolisk.gif,./gifs/blacked/heliolisk.gif,0.0,kalos,elezard,iguolta,エレザード,일레도리자드,光電傘蜥,heliolisk,heliolisk,heliolisk,heliolisk,./gifs/shiny/heliolisk.gif
helioptile,694.0,./gifs/clear/helioptile.gif,./gifs/blacked/helioptile.gif,0.0,kalos,eguana,galvaran,エリキテル,목도리키텔,傘電蜥,helioptile,helioptile,helioptile,helioptile,./gifs/shiny/helioptile.gif
heracross-mega,,./gifs/clear/heracross-mega.gif,./gifs/blacked/heracross-mega.gif,0.0,mega,heracross mega,heracross mega,heracross mega,heracross mega,heracross mega,heracross mega,heracross mega,heracross mega,heracross mega,./gifs/shiny/heracross-mega.gif
heracross,214.0,./gifs/clear/heracross.gif,./gifs/blacked/heracross.gif,0.0,johto,skaraborn,scarhino,ヘラクロス,헤라크로스,赫拉克羅斯,heracross,heracross,heracross,heracross,./gifs/shiny/heracross.gif
herdier,507.0,./gifs/clear/herdier.gif,./gifs/blacked/herdier.gif,0.0,unova,terribark,ponchien,ハーデリア,하데리어,哈約克,herdier,herdier,herdier,herdier,./gifs/shiny/herdier.gif
hippopotas,449.0,./gifs/clear/hippopotas.gif,./gifs/blacked/hippopotas.gif,0.0,other,hippopotas,hippopotas,ヒポポタス,히포포타스,沙河馬,hippopotas,hippopotas,hippopotas,hippopotas,./gifs/shiny/hippopotas.gif
hippowdon,450.0,./gifs/clear/hippowdon.gif,./gifs/blacked/hippowdon.gif,0.0,other,hippoterus,hippodocus,カバルドン,하마돈,河馬獸,hippowdon,hippowdon,hippowdon,hippowdon,./gifs/shiny/hippowdon.gif
hitmonchan,107.0,./gifs/clear/hitmonchan.gif,./gifs/blacked/hitmonchan.gif,0.0,kanto,nockchan,tygnon,エビワラー,홍수몬,快拳郎,hitmonchan,hitmonchan,hitmonchan,hitmonchan,./gifs/shiny/hitmonchan.gif
hitmonlee,106.0,./gifs/clear/hitmonlee.gif,./gifs/blacked/hitmonlee.gif,0.0,kanto,kicklee,kicklee,サワムラー,시라소몬,飛腿郎,hitmonlee,hitmonlee,hitmonlee,hitmonlee,./gifs/shiny/hitmonlee.gif
hitmontop,237.0,./gifs/clear/hitmontop.gif,./gifs/blacked/hitmontop.gif,0.0,johto,kapoera,kapoera,カポエラー,카포에라,戰舞郎,hitmontop,hitmontop,hitmontop,hitmontop,./gifs/shiny/hitmontop.gif
ho-oh,250.0,./gifs/clear/ho-oh.gif,./gifs/blacked/ho-oh.gif,0.0,johto,ho-oh,ho-oh,ホウオウ,칠색조,鳳王,ho-oh,ho-oh,ho-oh,ho-oh,./gifs/shiny/ho-oh.gif
honchkrow,430.0,./gifs/clear/honchkrow.gif,./gifs/blacked/honchkrow.gif,0.0,other,kramshef,corboss,ドンカラス,돈크로우,烏鴉頭頭,honchkrow,honchkrow,honchkrow,honchkrow,./gifs/shiny/honchkrow.gif
honedge,679.0,./gifs/clear/honedge.gif,./gifs/blacked/honedge.gif,0.0,kalos,gramokles,monorpale,ヒトツキ,단칼빙,獨劍鞘,honedge,honedge,honedge,honedge,./gifs/shiny/honedge.gif
hoopa-unbound,,./gifs/clear/hoopa-unbound.gif,./gifs/blacked/hoopa-unbound.gif,,other,hoopa unbound,hoopa unbound,hoopa unbound,hoopa unbound,hoopa unbound,hoopa unbound,hoopa unbound,hoopa unbound,hoopa unbound,./gifs/shiny/hoopa-unbound.gif
hoopa,720.0,./gifs/clear/hoopa.gif,./gifs/blacked/hoopa.gif,0.0,kalos,hoopa,hoopa,フーパ,후파,胡帕,hoopa,hoopa,hoopa,hoopa,./gifs/shiny/hoopa.gif
hoothoot,163.0,./gifs/clear/hoothoot.gif,./gifs/blacked/hoothoot.gif,0.0,johto,hoothoot,hoothoot,ホーホー,부우부,咕咕,hoothoot,hoothoot,hoothoot,hoothoot,./gifs/shiny/hoothoot.gif
hoppip,187.0,./gifs/clear/hoppip.gif,./gifs/blacked/hoppip.gif,0.0,johto,hoppspross,granivol,ハネッコ,통통코,毽子草,hoppip,hoppip,hoppip,hoppip,./gifs/shiny/hoppip.gif
horsea,116.0,./gifs/clear/horsea.gif,./gifs/blacked/horsea.gif,0.0,kanto,seeper,hypotrempe,タッツー,쏘드라,墨海馬,horsea,horsea,horsea,horsea,./gifs/shiny/horsea.gif
houndoom-mega,,./gifs/clear/houndoom-mega.gif,./gifs/blacked/houndoom-mega.gif,0.0,mega,houndoom mega,houndoom mega,houndoom mega,houndoom mega,houndoom mega,houndoom mega,houndoom mega,houndoom mega,houndoom mega,./gifs/shiny/houndoom-mega.gif
houndoom,229.0,./gifs/clear/houndoom.gif,./gifs/blacked/houndoom.gif,0.0,johto,hundemon,démolosse,ヘルガー,헬가,黑魯加,houndoom,houndoom,houndoom,houndoom,./gifs/shiny/houndoom.gif
houndour,228.0,./gifs/clear/houndour.gif,./gifs/blacked/houndour.gif,0.0,johto,hunduster,malosse,デルビル,델빌,戴魯比,houndour,houndour,houndour,houndour,./gifs/shiny/houndour.gif
huntail,367.0,./gifs/clear/huntail.gif,./gifs/blacked/huntail.gif,0.0,hoenn,aalabyss,serpang,ハンテール,헌테일,獵斑魚,huntail,huntail,huntail,huntail,./gifs/shiny/huntail.gif
hydreigon,635.0,./gifs/clear/hydreigon.gif,./gifs/blacked/hydreigon.gif,0.0,unova,trikephalo,trioxhydre,サザンドラ,삼삼드래,三首惡龍,hydreigon,hydreigon,hydreigon,hydreigon,./gifs/shiny/hydreigon.gif
hypno,97.0,./gifs/clear/hypno.gif,./gifs/blacked/hypno.gif,0.0,kanto,hypno,hypnomade,スリーパー,슬리퍼,引夢貘人,hypno,hypno,hypno,hypno,./gifs/shiny/hypno.gif
igglybuff,174.0,./gifs/clear/igglybuff.gif,./gifs/blacked/igglybuff.gif,0.0,johto,fluffeluff,toudoudou,ププリン,푸푸린,寶寶丁,igglybuff,igglybuff,igglybuff,igglybuff,./gifs/shiny/igglybuff.gif
illumise,314.0,./gifs/clear/illumise.gif,./gifs/blacked/illumise.gif,0.0,hoenn,illumise,lumivole,イルミーゼ,네오비트,甜甜螢,illumise,illumise,illumise,illumise,./gifs/shiny/illumise.gif
impidimp,859.0,./gifs/clear/impidimp.gif,./gifs/blacked/impidimp.gif,0.0,other,bähmon,grimalin,ベロバー,메롱꿍,搗蛋小妖,impidimp,impidimp,impidimp,impidimp,./gifs/shiny/impidimp.gif
incineroar,727.0,./gifs/clear/incineroar.gif,./gifs/blacked/incineroar.gif,0.0,alola,fuegro,félinferno,ガオガエン,어흥염,熾焰咆哮虎,incineroar,incineroar,incineroar,incineroar,./gifs/shiny/incineroar.gif
indeedee,876.0,./gifs/clear/indeedee.gif,./gifs/blacked/indeedee.gif,0.0,other,servol,wimessir,イエッサン,에써르,愛管侍,indeedee,indeedee,indeedee,indeedee,./gifs/shiny/indeedee.gif
infernape,392.0,./gifs/clear/infernape.gif,./gifs/blacked/infernape.gif,0.0,other,panferno,simiabraz,ゴウカザル,초염몽,烈焰猴,infernape,infernape,infernape,infernape,./gifs/shiny/infernape.gif
inkay,686.0,./gifs/clear/inkay.gif,./gifs/blacked/inkay.gif,0.0,kalos,iscalar,sepiatop,マーイーカ,오케이징,好啦魷,inkay,inkay,inkay,inkay,./gifs/shiny/inkay.gif
inteleon,818.0,./gifs/clear/inteleon.gif,./gifs/blacked/inteleon.gif,0.0,other,intelleon,lézargus,インテレオン,인텔리레온,千面避役,inteleon,inteleon,inteleon,inteleon,./gifs/shiny/inteleon.gif
ivysaur,2.0,./gifs/clear/ivysaur.gif,./gifs/blacked/ivysaur.gif,0.0,kanto,bisaknosp,herbizarre,フシギソウ,이상해풀,妙蛙草,ivysaur,ivysaur,ivysaur,ivysaur,./gifs/shiny/ivysaur.gif
jangmo-o,782.0,./gifs/clear/jangmo-o.gif,./gifs/blacked/jangmo-o.gif,0.0,alola,miniras,bébécaille,ジャラコ,짜랑꼬,心鱗寶,jangmo-o,jangmo-o,jangmo-o,jangmo-o,./gifs/shiny/jangmo-o.gif
jellicent,593.0,./gifs/clear/jellicent.gif,./gifs/blacked/jellicent.gif,0.0,unova,apoquallyp,moyade,ブルンゲル,탱탱겔,胖嘟嘟,jellicent,jellicent,jellicent,jellicent,./gifs/shiny/jellicent.gif
jigglypuff,39.0,./gifs/clear/jigglypuff.gif,./gifs/blacked/jigglypuff.gif,0.0,kanto,pummeluff,rondoudou,プリン,푸린,胖丁,jigglypuff,jigglypuff,jigglypuff,jigglypuff,./gifs/shiny/jigglypuff.gif
jirachi,385.0,./gifs/clear/jirachi.gif,./gifs/blacked/jirachi.gif,0.0,hoenn,jirachi,jirachi,ジラーチ,지라치,基拉祈,jirachi,jirachi,jirachi,jirachi,./gifs/shiny/jirachi.gif
jolteon,135.0,./gifs/clear/jolteon.gif,./gifs/blacked/jolteon.gif,0.0,kanto,blitza,voltali,サンダース,쥬피썬더,雷伊布,jolteon,jolteon,jolteon,jolteon,./gifs/shiny/jolteon.gif
joltik,595.0,./gifs/clear/joltik.gif,./gifs/blacked/joltik.gif,0.0,unova,wattzapf,statitik,バチュル,파쪼옥,電電蟲,joltik,joltik,joltik,joltik,./gifs/shiny/joltik.gif
jumpluff,189.0,./gifs/clear/jumpluff.gif,./gifs/blacked/jumpluff.gif,0.0,johto,papungha,cotovol,ワタッコ,솜솜코,毽子棉,jumpluff,jumpluff,jumpluff,jumpluff,./gifs/shiny/jumpluff.gif
jynx,124.0,./gifs/clear/jynx.gif,./gifs/blacked/jynx.gif,0.0,kanto,rossana,lippoutou,ルージュラ,루주라,迷唇姐,jynx,jynx,jynx,jynx,./gifs/shiny/jynx.gif
kabuto,140.0,./gifs/clear/kabuto.gif,./gifs/blacked/kabuto.gif,0.0,kanto,kabuto,kabuto,カブト,투구,化石盔,kabuto,kabuto,kabuto,kabuto,./gifs/shiny/kabuto.gif
kabutops,141.0,./gifs/clear/kabutops.gif,./gifs/blacked/kabutops.gif,0.0,kanto,kabutops,kabutops,カブトプス,투구푸스,鐮刀盔,kabutops,kabutops,kabutops,kabutops,./gifs/shiny/kabutops.gif
kadabra,64.0,./gifs/clear/kadabra.gif,./gifs/blacked/kadabra.gif,0.0,kanto,kadabra,kadabra,ユンゲラー,윤겔라,勇基拉,kadabra,kadabra,kadabra,kadabra,./gifs/shiny/kadabra.gif
kakuna,14.0,./gifs/clear/kakuna.gif,./gifs/blacked/kakuna.gif,0.0,kanto,kokuna,coconfort,コクーン,딱충이,鐵殼蛹,kakuna,kakuna,kakuna,kakuna,./gifs/shiny/kakuna.gif
kangaskhan-mega,,./gifs/clear/kangaskhan-mega.gif,./gifs/blacked/kangaskhan-mega.gif,0.0,mega,kangaskhan mega,kangaskhan mega,kangaskhan mega,kangaskhan mega,kangaskhan mega,kangaskhan mega,kangaskhan mega,kangaskhan mega,kangaskhan mega,./gifs/shiny/kangaskhan-mega.gif
kangaskhan,115.0,./gifs/clear/kangaskhan.gif,./gifs/blacked/kangaskhan.gif,0.0,kanto,kangama,kangourex,ガルーラ,캥카,袋獸,kangaskhan,kangaskhan,kangaskhan,kangaskhan,./gifs/shiny/kangaskhan.gif
karrablast,588.0,./gifs/clear/karrablast.gif,./gifs/blacked/karrablast.gif,0.0,unova,laukaps,carabing,カブルモ,딱정곤,蓋蓋蟲,karrablast,karrablast,karrablast,karrablast,./gifs/shiny/karrablast.gif
kartana,798.0,./gifs/clear/kartana.gif,./gifs/blacked/kartana.gif,0.0,alola,katagami,katagami,カミツルギ,종이신도,紙御劍,kartana,kartana,kartana,kartana,./gifs/shiny/kartana.gif
kecleon,352.0,./gifs/clear/kecleon.gif,./gifs/blacked/kecleon.gif,0.0,hoenn,kecleon,kecleon,カクレオン,켈리몬,變隱龍,kecleon,kecleon,kecleon,kecleon,./gifs/shiny/kecleon.gif
keldeo,647.0,./gifs/clear/keldeo.gif,./gifs/blacked/keldeo.gif,0.0,unova,keldeo,keldeo,ケルディオ,케르디오,凱路迪歐,keldeo,keldeo,keldeo,keldeo,./gifs/shiny/keldeo.gif
kingdra,230.0,./gifs/clear/kingdra.gif,./gifs/blacked/kingdra.gif,0.0,johto,seedraking,hyporoi,キングドラ,킹드라,刺龍王,kingdra,kingdra,kingdra,kingdra,./gifs/shiny/kingdra.gif
kingler-gigantamax,,./gifs/clear/kingler-gigantamax.gif,./gifs/blacked/kingler-gigantamax.gif,0.0,gmax,kingler gigantamax,kingler gigantamax,kingler gigantamax,kingler gigantamax,kingler gigantamax,kingler gigantamax,kingler gigantamax,kingler gigantamax,kingler gigantamax,./gifs/shiny/kingler-gigantamax.gif
kingler,99.0,./gifs/clear/kingler.gif,./gifs/blacked/kingler.gif,0.0,kanto,kingler,krabboss,キングラー,킹크랩,巨鉗蟹,kingler,kingler,kingler,kingler,./gifs/shiny/kingler.gif
kirlia,281.0,./gifs/clear/kirlia.gif,./gifs/blacked/kirlia.gif,0.0,hoenn,kirlia,kirlia,キルリア,킬리아,奇魯莉安,kirlia,kirlia,kirlia,kirlia,./gifs/shiny/kirlia.gif
klang,600.0,./gifs/clear/klang.gif,./gifs/blacked/klang.gif,0.0,unova,kliklak,clic,ギギアル,기기어르,齒輪組,klang,klang,klang,klang,./gifs/shiny/klang.gif
